popularity;acousticness;danceability;duration_ms;energy;instrumentalness;key;liveness;loudness;mode;speechiness;tempo;valence;music_genre
51.0;0.26;0.601;150413.0;0.493;0.0;F;0.249;-5.336;Minor;0.0425;;0.578;Jazz
53.0;0.316;0.426;109893.0;0.303;0.00795;C#;0.411;-11.52;Minor;0.0787;139.042;0.3829999999999999;Rap
41.0;0.074;0.655;175613.0;0.823;0.0;A;0.0756;-4.597;Major;0.0973;133.91899999999998;0.364;Electronic
35.0;0.04;0.427;240844.0;0.4379999999999999;0.00382;F;0.0942;-10.321;Minor;0.146;93.25;0.55;Electronic
37.0;0.0348;0.397;234080.0;0.487;0.337;D;0.0955;-9.972;Major;0.0691;159.888;0.118;Electronic
31.0;0.19;0.8009999999999999;51573.0;0.54;0.0;F;0.0689;-11.026;Major;0.184;109.305;0.932;Blues
29.0;0.209;0.72;279880.0;0.504;0.0164;C;0.0833;-7.032;Minor;0.0349;103.721;0.715;Blues
55.0;0.0978;0.4039999999999999;198553.0;0.926;0.0;E;0.102;-4.986000000000001;Minor;0.7340000000000001;85.96;0.211;Rap
26.0;0.934;0.486;94867.0;0.2;0.901;D#;0.102;-19.822;Major;0.0544;129.582;0.581;Classical
49.0;0.00635;0.52;181507.0;0.938;4.09e-05;G#;0.0597;-4.099;Major;0.155;92.302;0.455;Alternative
26.0;0.948;0.296;206440.0;0.216;0.93;A;0.2289999999999999;-19.816;Minor;0.0364;126.075;0.293;Classical
60.0;0.0708;0.875;176112.0;0.7170000000000001;0.000495;F;0.0949;-7.236000000000001;Major;0.1889999999999999;153.037;0.607;Hip-Hop
52.0;0.0102;0.47;190006.0;0.81;2.81e-05;E;0.134;-4.386;Major;0.0313;83.455;0.425;Country
63.0;0.0233;0.894;239227.0;0.598;1.23e-05;C#;0.0663;-7.59;Major;0.173;92.708;0.605;Rap
54.0;0.0396;0.526;181735.0;0.8220000000000001;0.0;A;0.34;-5.135;Major;0.0374;105.001;0.515;Rock
61.0;0.405;0.705;140000.0;0.38;0.000752;A#;0.1889999999999999;-9.928;Minor;0.0329;98.156;0.69;Rock
58.0;0.623;0.733;154907.0;0.624;0.0;E;0.407;-9.849;Major;0.0374;;0.912;Blues
33.0;0.8809999999999999;0.58;168600.0;0.06;0.0;C;0.0911;-16.245;Major;0.0308;77.66;0.306;Jazz
56.0;0.0031899999999999;0.807;218840.0;0.885;0.0;G#;0.305;-3.3280000000000003;Minor;0.35;89.962;0.73;Rap
36.0;0.813;0.315;256827.0;0.44;0.000594;D;0.0936;-8.221;Major;0.03;206.436;0.153;Country
52.0;0.723;0.606;80000.0;0.368;0.0;C;0.1369999999999999;-9.236;Minor;0.0793;101.549;0.349;Rap
38.0;0.708;0.91;208027.0;0.359;0.0139999999999999;A#;0.0977;-11.130999999999998;Major;0.0963;98.033;0.7979999999999999;Jazz
63.0;0.747;0.478;294973.0;0.395;4.73e-06;D#;0.264;-7.917000000000001;Major;0.213;74.515;0.17;Hip-Hop
68.0;0.0975;0.7859999999999999;212000.0;0.82;0.0;F#;0.0751;-3.254;Minor;0.0587;;0.597;Hip-Hop
36.0;0.698;0.452;283040.0;0.242;0.46;D;0.0942;-16.941;Major;0.0344;101.194;0.347;Jazz
36.0;0.135;0.701;137665.0;0.701;0.294;A#;0.122;-7.496;Minor;0.145;174.085;0.857;Jazz
20.0;0.0329;0.626;243000.0;0.882;7.43e-06;C;0.1639999999999999;-6.109;Minor;0.0809;148.011;0.643;Anime
39.0;0.762;0.659;169800.0;0.358;0.0207;C;0.126;-13.444;Major;0.0463;120.574;0.449;Country
35.0;0.7759999999999999;0.302;247533.0;0.607;0.936;G;0.0612;-10.449000000000002;Major;0.0498;165.134;0.799;Electronic
41.0;0.0058;0.631;292552.0;0.797;0.0018399999999999;A#;0.104;-5.382999999999999;Minor;0.0366;144.975;0.4039999999999999;Electronic
0.0;0.991;0.148;377507.0;0.00261;0.918;F#;0.111;-36.152;Major;0.0367;68.931;0.0762;Classical
28.0;0.562;0.644;104960.0;0.7;0.0829;D;0.22;-6.718999999999999;Major;0.642;73.39399999999999;0.648;Blues
65.0;0.000429;0.487;352427.0;0.949;2.9100000000000003e-05;D;0.231;-4.217;Minor;0.0798;110.02;0.406;Alternative
22.0;0.0347;0.669;236882.0;0.915;0.0;A#;0.273;-2.608;Major;0.0286;119.99;0.966;Anime
60.0;0.0712;0.314;209400.0;0.787;2.25e-05;E;0.16;-4.838;Major;0.0771;;0.294;Rock
63.0;0.00229;0.532;231667.0;0.878;0.0002819999999999;F;0.0771;-4.431;Minor;0.0326;104.026;0.579;Rock
47.0;0.0164;0.625;200467.0;0.85;0.3389999999999999;F#;0.105;-3.776;Minor;0.0294;108.997;0.736;Alternative
52.0;0.144;0.375;150201.0;0.956;7.6e-06;D;0.417;-7.077999999999999;Major;0.175;175.04;0.381;Rock
10.0;0.0201;0.607;193907.0;0.908;0.0;G#;0.31;-4.229;Major;0.0968;155.219;0.725;Anime
77.0;0.0259;0.741;207630.0;0.728;0.00025;B;0.14;-5.559;Minor;0.0408;;0.703;Rap
23.0;0.953;0.196;241333.0;0.103;0.87;E;0.148;-20.403;Minor;0.0395;97.58;0.039;Classical
61.0;0.000775;0.603;258520.0;0.7559999999999999;0.00755;D;0.057;-6.381;Major;0.0728;126.959;0.113;Rap
21.0;0.00546;0.542;216467.0;0.923;1.07e-05;C#;0.259;-1.773;Minor;0.0339;138.998;0.675;Anime
27.0;0.94;0.516;142573.0;0.423;0.937;F;0.103;-16.653;Major;0.0845;179.92;0.78;Anime
36.0;0.1159999999999999;0.606;293440.0;0.943;0.0;F;0.336;-3.722;Major;0.063;136.938;0.753;Anime
37.0;0.0269;0.748;319813.0;0.537;0.254;G;0.113;-11.045;Major;0.0475;93.969;0.91;Electronic
71.0;0.0119;0.632;278627.0;0.727;7.64e-05;B;0.0678;-11.209;Minor;0.0438;124.919;0.499;Rock
59.0;0.00331;0.34;259600.0;0.804;0.0191;C;0.0727;-8.355;Major;0.0516;131.5;0.8540000000000001;Rock
37.0;0.895;0.1639999999999999;160907.0;0.0907;0.953;C;0.125;-24.623;Major;0.0405;128.912;0.031;Classical
30.0;0.0434;0.597;322173.0;0.556;0.00873;G;0.181;-10.872;Major;0.0477;80.00399999999999;0.552;Electronic
53.0;0.0317;0.649;208774.0;0.942;0.245;G#;0.4579999999999999;-3.749;Major;0.121;145.083;0.218;Electronic
54.0;0.00253;0.478;223366.0;0.833;6.27e-05;C;0.0567;-5.194;Major;0.0355;141.976;0.507;Country
73.0;0.222;0.884;138427.0;0.445;0.0;C#;0.1119999999999999;-10.58;Minor;0.418;125.008;0.851;Rap
22.0;0.055;0.342;446880.0;0.785;0.902;A;0.067;-8.106;Major;0.0398;179.872;0.349;Anime
52.0;0.386;0.885;234627.0;0.608;0.0118;B;0.319;-10.809;Major;0.1689999999999999;95.748;0.7070000000000001;Alternative
55.0;0.0863;0.807;192267.0;0.7490000000000001;2.9e-06;C#;0.357;-4.893;Major;0.2289999999999999;139.974;0.141;Rap
35.0;0.038;0.439;257213.0;0.78;0.0;D;0.1159999999999999;-4.643;Major;0.0395;174.00599999999997;0.103;Country
53.0;0.115;0.406;116573.0;0.351;0.0577;E;0.147;-12.168;Minor;0.0789;88.149;0.0542;Hip-Hop
33.0;1.36e-05;0.531;-1.0;0.894;0.8370000000000001;F#;0.0742;-5.435;Minor;0.0466;119.708;0.0382;Electronic
27.0;0.838;0.436;129533.0;0.335;0.949;A;0.0734;-20.525;Major;0.0526;82.1;0.143;Classical
59.0;0.778;0.608;160520.0;0.494;0.0;E;0.0926;-12.211;Minor;0.0345;112.421;0.879;Rock
0.0;0.98;0.518;221160.0;0.0293;0.25;G;0.263;-16.785999999999998;Minor;0.0441;66.229;0.239;Classical
59.0;0.0477;0.907;211244.0;0.489;0.0;G#;0.115;-5.79;Major;0.158;136.982;0.253;Hip-Hop
55.0;0.916;0.391;215667.0;0.212;0.813;D;0.109;-17.748;Major;0.0399;74.751;0.529;Classical
49.0;0.336;0.631;203817.0;0.8240000000000001;1.3e-06;B;0.289;-4.839;Major;0.0273;115.02;0.6809999999999999;Country
32.0;0.237;0.484;-1.0;0.888;0.00221;C#;0.174;-3.491;Major;0.0503;146.064;0.0489;Electronic
22.0;0.00851;0.67;298000.0;0.82;0.0;D;0.11;-6.122000000000001;Major;0.0298;120.007;0.31;Anime
20.0;0.000918;0.1669999999999999;-1.0;0.461;0.7929999999999999;C;0.113;-10.65;Major;0.0331;87.03;0.103;Anime
44.0;0.979;0.326;523000.0;0.0153;0.175;F;0.0937;-32.455;Major;0.0406;85.874;0.139;Classical
61.0;0.0017399999999999;0.377;192467.0;0.65;5.75e-05;D;0.107;-5.902;Major;0.0289999999999999;;0.365;Electronic
40.0;0.435;0.519;312813.0;0.628;4.88e-06;E;0.157;-5.563;Major;0.0279999999999999;161.93200000000002;0.363;Anime
50.0;0.000991;0.528;190507.0;0.799;0.0;C;0.12;-4.569;Major;0.0326;94.994;0.515;Alternative
54.0;0.3339999999999999;0.594;-1.0;0.629;0.0;A;0.0796;-6.776;Major;0.0321;133.967;0.645;Rock
51.0;0.21;0.523;213293.0;0.69;0.0;A;0.243;-13.527;Major;0.0414;173.266;0.845;Rock
38.0;0.982;0.2;275827.0;0.0377;0.907;D#;0.611;-25.808000000000003;Major;0.0428;75.12899999999999;0.0374;Classical
40.0;0.00147;0.584;318720.0;0.8009999999999999;0.00182;A;0.1969999999999999;-4.526;Minor;0.0438;98.019;0.4679999999999999;Electronic
63.0;0.012;0.407;243573.0;0.8959999999999999;0.0;F#;0.196;-2.935;Major;0.063;138.697;0.156;Alternative
41.0;0.0020399999999999;0.687;232833.0;0.6779999999999999;0.0929;A;0.363;-7.134;Minor;0.181;115.979;0.747;Electronic
40.0;0.147;0.637;175600.0;0.644;0.0;F#;0.352;-7.959;Minor;0.0769;175.99400000000003;0.743;Country
42.0;0.00482;0.377;199773.0;0.8690000000000001;0.000146;F#;0.358;-4.52;Major;0.0433;97.523;0.61;Anime
47.0;0.0075;0.71;206653.0;0.8590000000000001;0.00663;A#;0.0837;-4.3260000000000005;Minor;0.0504;117.005;0.225;Electronic
17.0;0.0586;0.5870000000000001;362000.0;0.833;0.0;D;0.135;-7.247000000000001;Major;0.0632;98.345;0.585;Anime
34.0;0.675;0.493;42893.0;0.0249;0.993;D#;0.57;-32.122;Major;0.0446;114.786;0.111;Classical
40.0;0.8390000000000001;0.5;148560.0;0.578;0.0;F;0.301;-6.195;Major;0.215;;0.662;Jazz
39.0;0.1989999999999999;0.8;-1.0;0.858;0.271;A#;0.151;-5.318;Minor;0.0367;105.592;0.923;Jazz
45.0;0.000762;0.209;318321.0;0.841;3.6e-05;G;0.0998;-4.579;Major;0.0621;163.71200000000002;0.396;Alternative
28.0;0.967;0.201;237720.0;0.0449;0.303;G#;0.362;-20.958;Major;0.0424;82.904;0.0396;Classical
53.0;0.0059;0.738;190915.0;0.6609999999999999;3.8e-06;G#;0.149;-7.006;Major;0.0566;100.071;0.4429999999999999;Rap
28.0;0.0366;0.38;134173.0;0.605;0.931;D;0.104;-10.052;Minor;0.0365;;0.1119999999999999;Anime
67.0;0.78;0.8059999999999999;191227.0;0.462;0.0134;D;0.15;-12.778;Major;0.0298;92.726;0.736;Rock
62.0;0.228;0.67;238667.0;0.713;0.0;F;0.2689999999999999;-6.156000000000001;Minor;0.341;;0.249;Hip-Hop
54.0;0.149;0.738;257640.0;0.879;0.0;C#;0.102;-4.444;Minor;0.245;90.338;0.893;Rap
20.0;0.0138;0.534;275680.0;0.996;0.7809999999999999;G#;0.367;-3.33;Minor;0.0766;135.969;0.514;Anime
54.0;0.00113;0.725;250027.0;0.431;0.0;C#;0.14;-5.988;Minor;0.0707;174.083;0.1989999999999999;Rap
26.0;0.0185;0.654;161813.0;0.785;5.93e-05;D;0.059;-4.165;Major;0.0396;176.037;0.688;Blues
58.0;0.00297;0.6509999999999999;265893.0;0.503;0.00797;C#;0.1119999999999999;-10.773;Major;0.0381;89.993;0.3979999999999999;Rock
28.0;0.994;0.419;255800.0;0.0144;0.931;G;0.0737;-32.199;Major;0.0433;73.795;0.0397;Classical
39.0;0.98;0.32;124320.0;0.141;0.802;D;0.0718;-20.927;Major;0.0378;;0.2189999999999999;Classical
43.0;0.00575;0.573;236293.0;0.759;0.0;C;0.12;-4.646;Major;0.0271;107.977;0.2339999999999999;Country
53.0;0.4379999999999999;0.5720000000000001;234893.0;0.79;0.0;C;0.989;-6.573;Major;0.461;79.87;0.416;Rap
1.0;0.905;0.655;64000.0;0.258;0.931;E;0.0777;-7.614;Minor;0.0707;75.128;0.408;Jazz
34.0;0.0541;0.507;224600.0;0.64;0.0105;F;0.0559999999999999;-11.733;Major;0.0397;106.297;0.964;Blues
39.0;0.0404;0.436;216733.0;0.6990000000000001;0.000216;C#;0.11;-6.671;Minor;0.0411;79.89699999999999;0.1009999999999999;Jazz
34.0;0.955;0.181;589520.0;0.00211;0.642;G#;0.129;-38.506;Minor;0.0478;63.677;0.038;Classical
44.0;0.994;0.417;234000.0;0.0174;0.873;E;0.0684;-27.388;Major;0.0349;66.278;0.0552;Classical
27.0;0.0933;0.608;244840.0;0.8240000000000001;0.755;D;0.11;-11.009;Major;0.124;136.952;0.121;Anime
37.0;0.314;0.795;323280.0;0.611;0.91;C;0.109;-6.685;Minor;0.0414;119.989;0.301;Electronic
60.0;0.283;0.439;213360.0;0.8640000000000001;2.01e-05;C;0.198;-5.8660000000000005;Major;0.0437;169.22799999999998;0.481;Alternative
44.0;0.4629999999999999;0.727;274687.0;0.392;0.0133;G;0.11;-12.394;Major;0.166;;0.462;Jazz
82.0;0.0534;0.589;268867.0;0.731;0.0;D;0.308;-6.343;Major;0.0868;;0.191;Rap
70.0;0.41;0.721;213750.0;0.8809999999999999;7.61e-06;G#;0.292;-2.528;Major;0.342;127.759;0.643;Rap
37.0;0.159;0.657;235008.0;0.8640000000000001;0.0;C#;0.0671;-4.736000000000001;Minor;0.0853;96.017;0.927;Country
29.0;0.994;0.251;264147.0;0.0213;0.897;A#;0.0697;-29.384;Major;0.0442;168.328;0.22;Classical
33.0;0.0504;0.649;176733.0;0.748;0.0;A;0.0918;-6.037000000000001;Major;0.0391;114.047;0.765;Blues
57.0;0.0619;0.389;242093.0;0.696;0.43;F;0.546;-5.251;Major;0.0402;153.245;0.65;Rock
29.0;0.807;0.473;183413.0;0.318;0.0;D;0.11;-9.183;Major;0.0455;83.587;0.165;Blues
79.0;0.109;0.802;210387.0;0.59;0.0;F#;0.429;-8.81;Major;0.273;117.007;0.747;Hip-Hop
26.0;0.946;0.416;292133.0;0.2239999999999999;0.955;D;0.0447;-17.929000000000002;Major;0.0463;119.517;0.325;Classical
26.0;0.0402;0.733;383840.0;0.725;0.0477;A;0.0416;-7.669;Minor;0.063;122.0;0.942;Electronic
48.0;3.97e-05;0.782;175000.0;0.708;0.118;G;0.0785;-5.367000000000001;Major;0.118;135.019;0.797;Alternative
39.0;0.865;0.4639999999999999;333396.0;0.451;0.414;C;0.157;-11.979;Major;0.031;164.923;0.0981;Electronic
20.0;0.2019999999999999;0.4379999999999999;272173.0;0.698;0.000172;C#;0.0877;-6.282;Major;0.0346;123.078;0.1009999999999999;Anime
72.0;0.00988;0.708;177865.0;0.6609999999999999;0.0;F#;0.135;-5.0280000000000005;Minor;0.11;155.96200000000002;0.293;Rap
28.0;0.0352;0.642;212804.0;0.967;0.777;E;0.225;-1.182;Major;0.104;;0.225;Electronic
33.0;0.0593;0.2289999999999999;175600.0;0.86;0.000999;A;0.0901;-5.824;Major;0.0554;86.337;0.158;Blues
26.0;0.00181;0.496;262440.0;0.951;0.0;F;0.107;-1.704;Major;0.0569;92.518;0.407;Anime
45.0;0.00754;0.481;250419.0;0.768;0.00221;G#;0.122;-7.995;Major;0.0332;173.00099999999998;0.551;Alternative
66.0;0.99;0.387;268427.0;0.0451;0.913;D#;0.1119999999999999;-24.698;Major;0.0364;61.494;0.071;Classical
4.0;0.969;0.195;-1.0;0.0275;0.000178;A#;0.231;-28.659;Major;0.0494;172.91299999999998;0.0441;Classical
29.0;0.000276;0.583;258656.0;0.86;0.765;F;0.307;-5.49;Minor;0.0408;128.981;0.647;Anime
48.0;0.609;0.5670000000000001;244440.0;0.273;0.3929999999999999;A;0.1009999999999999;-16.6;Minor;0.0493;81.726;0.302;Jazz
52.0;0.0275;0.332;-1.0;0.826;0.0084;D;0.2339999999999999;-7.269;Minor;0.0497;125.636;0.216;Alternative
36.0;0.5539999999999999;0.706;139610.0;0.6609999999999999;0.0;C;0.0937;-9.2;Major;0.0297;139.453;0.968;Country
40.0;0.5870000000000001;0.6990000000000001;139960.0;0.3939999999999999;0.0;G#;0.491;-10.399;Major;0.0371;;0.912;Blues
37.0;0.513;0.349;-1.0;0.35;0.0432;G;0.3429999999999999;-11.193;Major;0.0259;;0.0477;Jazz
51.0;0.531;0.664;298373.0;0.644;0.6609999999999999;G;0.251;-9.334;Minor;0.0352;79.52600000000001;0.6459999999999999;Electronic
30.0;0.994;0.423;147320.0;0.0227;0.884;F#;0.0669;-26.971;Major;0.0433;69.641;0.107;Classical
32.0;0.933;0.525;670480.0;0.0837;4.01e-06;A;0.0927;-15.075;Major;0.0544;117.757;0.0948;Blues
63.0;0.273;0.7140000000000001;-1.0;0.721;0.24;A;0.174;-5.049;Major;0.0805;82.925;0.419;Electronic
71.0;0.0311;0.654;211960.0;0.726;6.35e-05;A#;0.0618;-3.803;Minor;0.0401;103.987;0.728;Rock
76.0;0.241;0.487;-1.0;0.366;0.0;G#;0.126;-9.405;Minor;0.0531;68.191;0.161;Rap
55.0;0.1119999999999999;0.765;172500.0;0.54;0.0;C#;0.122;-6.726;Major;0.089;106.021;0.223;Hip-Hop
58.0;0.0507;0.863;213267.0;0.5429999999999999;0.0;F#;0.241;-13.497;Major;0.13;106.929;0.799;Hip-Hop
66.0;0.595;0.735;-1.0;0.521;0.0;C#;0.12;-7.336;Major;0.275;173.977;0.5379999999999999;Hip-Hop
13.0;0.000445;0.495;214347.0;0.959;0.578;G;0.216;-2.8710000000000004;Major;0.0547;127.199;0.4529999999999999;Anime
57.0;0.601;0.5429999999999999;253747.0;0.696;0.215;G;0.384;-4.572;Major;0.0426;92.15;0.8490000000000001;Rock
50.0;0.011;0.672;173933.0;0.5;0.012;C;0.287;-18.39;Major;0.0445;105.357;0.962;Country
48.0;0.2689999999999999;0.565;-1.0;0.914;0.0;F;0.3379999999999999;-5.325;Minor;0.257;75.016;0.513;Country
56.0;0.186;0.7240000000000001;173746.0;0.858;0.138;B;0.125;-6.917000000000001;Minor;0.054;99.939;0.906;Rock
62.0;0.0076599999999999;0.636;207053.0;0.784;1.07e-05;D;0.0806;-6.01;Major;0.0454;96.996;0.613;Rock
42.0;0.0171;0.82;213750.0;0.933;0.0659;B;0.381;-1.3;Major;0.107;128.02700000000002;0.5720000000000001;Electronic
49.0;0.733;0.727;-1.0;0.4639999999999999;2.33e-06;G#;0.102;-9.634;Major;0.0602;85.99700000000001;0.222;Hip-Hop
54.0;0.573;0.588;221187.0;0.382;3.3100000000000005e-05;F;0.1119999999999999;-8.821;Minor;0.036;95.239;0.72;Blues
84.0;0.0591;0.573;208400.0;0.913;0.00173;F#;0.156;-4.793;Minor;0.132;115.715;0.422;Rock
0.0;0.995;0.291;235932.0;0.00925;0.885;G#;0.0753;-35.978;Major;0.0352;97.948;0.0664;Classical
44.0;0.047;0.55;157053.0;0.875;0.875;G#;0.109;-8.255;Major;0.0419;102.97;0.521;Alternative
64.0;0.598;0.75;168016.0;0.473;0.0;D#;0.27;-7.162000000000001;Major;0.18;79.986;0.49;Rap
20.0;0.00562;0.311;84867.0;0.785;0.0714;C#;0.0974;-9.753;Major;0.043;;0.449;Anime
49.0;0.0315;0.62;169933.0;0.6970000000000001;0.0;B;0.1639999999999999;-7.278;Major;0.0498;160.957;0.711;Country
49.0;0.467;0.605;-1.0;0.4579999999999999;5.98e-05;G#;0.109;-9.543;Major;0.0464;74.911;0.5329999999999999;Jazz
25.0;0.0414;0.3989999999999999;-1.0;0.8170000000000001;0.0;D#;0.264;-2.928;Major;0.0458;184.018;0.659;Anime
36.0;0.0526;0.7559999999999999;224733.0;0.7;0.866;A#;0.286;-7.6;Minor;0.0384;105.994;0.703;Jazz
36.0;0.0254;0.562;216253.0;0.69;0.0;G;0.31;-5.849;Minor;0.0372;131.975;0.441;Country
44.0;0.0227;0.552;195667.0;0.958;0.127;F#;0.128;-5.292000000000001;Minor;0.0671;120.033;0.593;Anime
37.0;0.513;0.349;231507.0;0.35;0.0432;G;0.3429999999999999;-11.193;Major;0.0259;82.911;0.0477;Electronic
55.0;0.0897;0.488;215013.0;0.917;3.25e-06;D#;0.135;-2.939;Major;0.0291;;0.772;Country
30.0;0.978;0.154;675520.0;0.0169;0.865;E;0.086;-30.424;Major;0.0422;139.28;0.0372;Classical
44.0;0.0586;0.414;166240.0;0.928;4.54e-05;A;0.1369999999999999;-5.122999999999999;Minor;0.15;122.363;0.475;Blues
46.0;0.0733;0.562;-1.0;0.669;0.000404;D;0.114;-4.138999999999999;Major;0.039;146.82;0.22;Alternative
39.0;0.00842;0.627;311827.0;0.7609999999999999;0.00303;D;0.144;-6.446000000000001;Major;0.0377;115.045;0.507;Alternative
49.0;0.104;0.599;94467.0;0.657;0.0;D#;0.121;-9.43;Minor;0.128;74.938;0.519;Alternative
29.0;0.425;0.134;211522.0;0.59;0.802;G;0.0849;-11.283;Major;0.0477;162.343;0.0872;Electronic
47.0;0.0158;0.428;267149.0;0.867;0.0;G;0.352;-3.1;Major;0.0534;204.135;0.545;Anime
30.0;0.773;0.6679999999999999;147160.0;0.165;1.13e-05;F#;0.0778;-12.045;Minor;0.0385;96.468;0.511;Blues
21.0;0.0481;0.479;243500.0;0.94;0.0;G;0.1369999999999999;-2.41;Major;0.1159999999999999;154.916;0.522;Anime
64.0;0.129;0.892;-1.0;0.679;1.55e-05;A;0.301;-6.495;Major;0.0676;129.99200000000002;0.434;Hip-Hop
37.0;0.0109;0.6559999999999999;217280.0;0.904;0.0107;D;0.201;-7.065;Major;0.0365;131.997;0.545;Electronic
49.0;0.000913;0.154;192920.0;0.972;0.247;G;0.368;-3.626;Major;0.111;205.467;0.213;Blues
53.0;0.0965;0.865;254231.0;0.5670000000000001;0.000993;A#;0.0874;-6.323;Minor;0.0773;90.951;0.3;Hip-Hop
35.0;0.6559999999999999;0.52;475293.0;0.492;0.000111;C;0.2789999999999999;-8.791;Minor;0.0425;76.95;0.8109999999999999;Jazz
66.0;0.00705;0.851;237640.0;0.629;0.000372;C#;0.0746;-8.385;Major;0.175;125.984;0.789;Rap
61.0;0.0326;0.722;187555.0;0.612;0.0;F;0.276;-6.807;Minor;0.0576;112.001;0.358;Alternative
63.0;0.2789999999999999;0.5489999999999999;223387.0;0.563;0.0;E;0.215;-6.655;Major;0.0669;163.991;0.81;Country
33.0;0.373;0.564;-1.0;0.5920000000000001;2.46e-05;A;0.0845;-8.367;Minor;0.0343;120.008;0.258;Electronic
33.0;0.102;0.547;279933.0;0.725;0.0003109999999999;B;0.0878;-5.813;Major;0.0386;160.225;0.506;Blues
69.0;0.0253;0.598;202661.0;0.496;0.00132;C;0.12;-9.309;Major;0.0804;128.06;0.725;Hip-Hop
51.0;0.436;0.67;114587.0;0.475;0.125;A;0.1169999999999999;-10.684;Minor;0.392;134.939;0.466;Alternative
51.0;0.34;0.728;194760.0;0.3979999999999999;0.0;G;0.1369999999999999;-11.036;Major;0.027;95.959;0.425;Country
36.0;0.925;0.231;288413.0;0.111;0.8340000000000001;D;0.23;-22.121;Major;0.0398;86.29799999999999;0.193;Classical
41.0;0.1939999999999999;0.5770000000000001;247320.0;0.584;9.32e-06;D#;0.0943;-8.699;Major;0.0282;118.124;0.569;Country
25.0;0.0154;0.32;313629.0;0.943;0.0296;F#;0.958;-6.706;Minor;0.132;86.93799999999999;0.507;Blues
34.0;0.166;0.637;206118.0;0.472;0.105;B;0.143;-4.984;Minor;0.108;84.59899999999999;0.22;Jazz
49.0;0.2339999999999999;0.505;365333.0;0.745;0.0;F#;0.187;-5.895;Minor;0.43;178.66;0.501;Alternative
32.0;0.78;0.6659999999999999;-1.0;0.431;0.0;F;0.69;-9.831;Major;0.425;107.901;0.745;Blues
60.0;0.188;0.6709999999999999;230857.0;0.75;0.0;F#;0.182;-6.127999999999999;Major;0.0373;105.051;0.76;Rock
59.0;0.00474;0.772;305649.0;0.65;0.73;D;0.146;-7.449;Minor;0.0341;120.015;0.196;Jazz
55.0;0.0114;0.728;256251.0;0.601;0.0;C#;0.249;-6.472;Minor;0.251;146.0;0.22;Hip-Hop
40.0;0.0156;0.5820000000000001;167749.0;0.846;2.93e-06;E;0.581;-6.569;Major;0.0649;120.017;0.649;Alternative
42.0;0.000364;0.289;275067.0;0.877;0.0;B;0.0759;-2.972;Major;0.135;189.855;0.524;Anime
31.0;0.0345;0.738;187329.0;0.924;6.09e-06;C#;0.319;-3.24;Major;0.119;150.034;0.863;Electronic
57.0;0.00228;0.539;257080.0;0.7859999999999999;1.7899999999999998e-05;F#;0.121;-4.884;Major;0.0269;88.969;0.503;Country
18.0;0.956;0.1009999999999999;123142.0;0.1369999999999999;0.804;C;0.1119999999999999;-19.385;Minor;0.0481;163.623;0.0338;Anime
1.0;0.624;0.6;243667.0;0.363;0.0033;D;0.122;-12.743;Major;0.047;97.178;0.243;Jazz
38.0;0.108;0.4589999999999999;334467.0;0.556;2.91e-06;G;0.085;-8.021;Major;0.0304;;0.299;Blues
28.0;0.87;0.142;411747.0;0.0139999999999999;0.0124;F;0.0565;-32.726;Major;0.0486;177.736;0.106;Classical
63.0;0.181;0.664;206907.0;0.595;0.0;D;0.272;-6.422999999999999;Major;0.0406;130.083;0.619;Rap
19.0;0.35;0.7020000000000001;213560.0;0.8390000000000001;0.0;B;0.625;-5.112;Major;0.0638;105.001;0.91;Anime
51.0;0.0358;0.384;181107.0;0.853;0.0;D;0.51;-5.412000000000001;Minor;0.275;136.813;0.7490000000000001;Electronic
51.0;0.0078599999999999;0.462;234333.0;0.677;7.15e-05;F#;0.226;-9.262;Major;0.0327;172.192;0.4679999999999999;Electronic
30.0;0.025;0.4429999999999999;192400.0;0.784;0.0;F#;0.35;-3.983;Minor;0.0611;94.301;0.361;Anime
42.0;0.987;0.85;178730.0;0.212;0.0298;G;0.114;-16.887999999999998;Major;0.0948;121.146;0.7809999999999999;Blues
23.0;0.71;0.312;219680.0;0.965;1.53e-06;G;0.154;-1.193;Minor;0.0928;;0.387;Anime
56.0;0.0338;0.782;193987.0;0.762;1.73e-05;G;0.107;-5.437;Minor;0.035;127.049;0.65;Rock
37.0;0.115;0.49;131500.0;0.415;0.865;C;0.184;-10.324000000000002;Major;0.312;150.02;0.294;Jazz
42.0;0.0101;0.3329999999999999;303093.0;0.851;0.0;G;0.2769999999999999;-5.292999999999999;Major;0.0948;108.25;0.44;Alternative
59.0;0.31;0.7440000000000001;208520.0;0.478;0.0;C#;0.107;-6.295;Minor;0.0524;122.033;0.247;Hip-Hop
39.0;0.0412;0.562;356040.0;0.527;0.698;G;0.0408;-14.128;Minor;0.0295;94.011;0.743;Jazz
12.0;0.00597;0.392;278924.0;0.866;0.000404;A#;0.246;-3.57;Major;0.0546;;0.427;Anime
39.0;0.0515;0.623;211507.0;0.952;0.0;A;0.1169999999999999;-4.83;Minor;0.266;134.966;0.39;Anime
36.0;0.0261;0.62;230520.0;0.8440000000000001;0.0478;A;0.285;-10.561;Minor;0.0503;121.009;0.961;Electronic
38.0;0.945;0.198;202240.0;0.0246;0.275;E;0.122;-32.071;Minor;0.0436;;0.125;Classical
